,length,commissioning_year,underground,v_nom,tags,bus0,bus1,geometry
159,,2035,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/263"", ""tyndp2020_proj_id""=>""263"", ""tyndp2020_invest_id""=>""1583"", ""tyndp_status""=>""under_consideration""",8869,3791,"LINESTRING (9.556022 47.302744, 9.790192 47.138359)"
160,64.0,2029,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/264"", ""tyndp2020_proj_id""=>""264"", ""tyndp2020_invest_id""=>""1259"", ""tyndp_status""=>""in_permitting""",3603,3626,"LINESTRING (8.16970799999999 47.523693, 8.298798 47.148634)"
162,45.4,2027,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/264"", ""tyndp2020_proj_id""=>""264"", ""tyndp2020_invest_id""=>""1287"", ""tyndp_status""=>""in_permitting""",3586,3696,"LINESTRING (7.19192499999999 47.364874, 7.22213700000001 47.007416)"
163,87.1,2035,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/264"", ""tyndp2020_proj_id""=>""264"", ""tyndp2020_invest_id""=>""1288"", ""tyndp_status""=>""in_permitting""",3626,7291,"LINESTRING (8.298798 47.148634, 8.32488999999999 46.532414)"
164,,2035,False,220.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/265"", ""tyndp2020_proj_id""=>""265"", ""tyndp2020_invest_id""=>""1290"", ""tyndp_status""=>""planned_not_yet_permitting""",3837,7291,"LINESTRING (8.85498 46.16081, 8.32488999999999 46.532414)"
166,124.0,2029,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/266"", ""tyndp2020_proj_id""=>""266"", ""tyndp2020_invest_id""=>""1286"", ""tyndp_status""=>""in_permitting""",3707,3834,"LINESTRING (7.555847 46.336499, 8.795929 46.401882)"
167,106.6,2027,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/266"", ""tyndp2020_proj_id""=>""266"", ""tyndp2020_invest_id""=>""1733"", ""tyndp_status""=>""in_permitting""",3593,3707,"LINESTRING (7.64236499999999 47.079475, 7.555847 46.336499)"
168,30.0,2022,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/266"", ""tyndp2020_proj_id""=>""266"", ""tyndp2020_invest_id""=>""1734"", ""tyndp_status""=>""under_construction""",3703,3707,"LINESTRING (7.165833 46.200745, 7.555847 46.336499)"
171,110.0,2030,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/270"", ""tyndp2020_proj_id""=>""270"", ""tyndp2020_invest_id""=>""1212"", ""tyndp_status""=>""planned_not_yet_permitting""",8868,2749,"LINESTRING (-1.14818 42.10892, -1.671123 41.952398)"
175,70.0,2029,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/276"", ""tyndp2020_proj_id""=>""276"", ""tyndp2020_invest_id""=>""1207"", ""tyndp_status""=>""planned_not_yet_permitting""",2706,2703,"LINESTRING (-0.812988000000009 43.979969, -0.547943 44.563077)"
176,80.0,2029,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/276"", ""tyndp2020_proj_id""=>""276"", ""tyndp2020_invest_id""=>""1208"", ""tyndp_status""=>""planned_not_yet_permitting""",2706,2711,"LINESTRING (-0.812988000000009 43.979969, -0.575409000000004 43.345155)"
193,1.0,2020,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/297"", ""tyndp2020_proj_id""=>""297"", ""tyndp2020_invest_id""=>""445"", ""tyndp_status""=>""under_construction""",5098,5098,"LINESTRING (4.307132 51.301299, 4.307132 51.301299)"
200,128.0,2025,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/312"", ""tyndp2020_proj_id""=>""312"", ""tyndp2020_invest_id""=>""1472"", ""tyndp_status""=>""under_construction""",3399,3409,"LINESTRING (13.080597 48.256684, 12.803192 47.244746)"
201,90.0,2024,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/313"", ""tyndp2020_proj_id""=>""313"", ""tyndp2020_invest_id""=>""1473"", ""tyndp_status""=>""in_permitting""",3380,3399,"LINESTRING (12.172852 48.638354, 13.080597 48.256684)"
202,80.0,2021,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/320"", ""tyndp2020_proj_id""=>""320"", ""tyndp2020_invest_id""=>""1558"", ""tyndp_status""=>""under_construction""",3506,3509,"LINESTRING (15.724182 46.386728, 16.689606 46.633408)"
203,85.0,2025,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/322"", ""tyndp2020_proj_id""=>""322"", ""tyndp2020_invest_id""=>""1476"", ""tyndp_status""=>""in_permitting""",8490,3779,"LINESTRING (10.06485 48.282279, 9.73251299999999 47.623752)"
205,11.0,2025,True,110.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/323"", ""tyndp2020_proj_id""=>""323"", ""tyndp2020_invest_id""=>""1478"", ""tyndp_status""=>""in_permitting""",3455,3451,"LINESTRING (13.717804 45.526555, 13.791962 45.691792)"
206,22.5,2023,True,110.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/324"", ""tyndp2020_proj_id""=>""324"", ""tyndp2020_invest_id""=>""1482"", ""tyndp_status""=>""in_permitting""",3449,3448,"LINESTRING (13.471985 45.801042, 13.654633 45.967379)"
210,40.0,2026,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/328"", ""tyndp2020_proj_id""=>""328"", ""tyndp2020_invest_id""=>""1630"", ""tyndp_status""=>""planned_not_yet_permitting""",7100,4808,"LINESTRING (6.590884 49.789617, 6.140853 49.688695)"
212,78.0,2035,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/330"", ""tyndp2020_proj_id""=>""330"", ""tyndp2020_invest_id""=>""1498"", ""tyndp_status""=>""under_consideration""",4471,4500,"LINESTRING (17.440796 49.236431, 18.287416 49.038186)"
221,139.0,2023,False,132.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/336"", ""tyndp2020_proj_id""=>""336"", ""tyndp2020_invest_id""=>""1556"", ""tyndp_status""=>""under_construction""",3389,3389,"LINESTRING (11.604309 47.081345, 11.604309 47.081345)"
225,100.0,2028,False,,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/340"", ""tyndp2020_proj_id""=>""340"", ""tyndp2020_invest_id""=>""1519"", ""tyndp_status""=>""planned_not_yet_permitting""",5075,5153,"LINESTRING (3.429108 50.773813, 4.35470599999999 50.529143)"
227,60.0,2030,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/341"", ""tyndp2020_proj_id""=>""341"", ""tyndp2020_invest_id""=>""1538"", ""tyndp_status""=>""under_consideration""",2170,2160,"LINESTRING (20.9729 44.874362, 20.378265 44.819838)"
237,180.0,2030,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/343"", ""tyndp2020_proj_id""=>""343"", ""tyndp2020_invest_id""=>""1532"", ""tyndp_status""=>""planned_not_yet_permitting""",2086,2267,"LINESTRING (17.201843 44.772087, 15.26017 44.886816)"
238,68.0,2030,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/343"", ""tyndp2020_proj_id""=>""343"", ""tyndp2020_invest_id""=>""1533"", ""tyndp_status""=>""planned_not_yet_permitting""",2267,3502,"LINESTRING (15.26017 44.886816, 14.558258 45.323186)"
241,165.0,2040,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/344"", ""tyndp2020_proj_id""=>""344"", ""tyndp2020_invest_id""=>""1541"", ""tyndp_status""=>""under_consideration""",5759,4679,"LINESTRING (6.14410399999999 52.52207, 5.671692 51.908696)"
247,160.0,2025,False,275.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/349"", ""tyndp2020_proj_id""=>""349"", ""tyndp2020_invest_id""=>""1639"", ""tyndp_status""=>""planned_not_yet_permitting""",8866,6079,"LINESTRING (-9.578832 54.120411, -8.268819 53.134319)"
257,161.0,2020,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/350"", ""tyndp2020_proj_id""=>""350"", ""tyndp2020_invest_id""=>""1622"", ""tyndp_status""=>""under_construction""",2201,2198,"LINESTRING (20.725963 41.239159, 19.966278 41.16108)"
259,140.0,2027,False,220.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/375"", ""tyndp2020_proj_id""=>""375"", ""tyndp2020_invest_id""=>""1555"", ""tyndp_status""=>""planned_not_yet_permitting""",3434,3416,"LINESTRING (12.693329 46.798179, 11.666107 45.792425)"
263,38.8,2025,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/379"", ""tyndp2020_proj_id""=>""379"", ""tyndp2020_invest_id""=>""1593"", ""tyndp_status""=>""under_consideration""",2623,2619,"LINESTRING (-2.880286 43.349776, -3.05282599999999 43.265206)"
264,69.12,2025,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/379"", ""tyndp2020_proj_id""=>""379"", ""tyndp2020_invest_id""=>""1595"", ""tyndp_status""=>""under_consideration""",2623,2721,"LINESTRING (-2.880286 43.349776, -2.24395799999999 43.047816)"
265,57.0,2025,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/379"", ""tyndp2020_proj_id""=>""379"", ""tyndp2020_invest_id""=>""1597"", ""tyndp_status""=>""under_consideration""",2623,8379,"LINESTRING (-2.880286 43.349776, -2.20687899999999 43.098977)"
273,170.0,2030,False,330.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1042"", ""tyndp2020_proj_id""=>""1042"", ""tyndp2020_invest_id""=>""1694"", ""tyndp_status""=>""under_consideration""",6303,6277,"LINESTRING (21.295624 56.032924, 23.506622 56.113404)"
274,72.0,2030,False,330.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1042"", ""tyndp2020_proj_id""=>""1042"", ""tyndp2020_invest_id""=>""1695"", ""tyndp_status""=>""under_consideration""",5540,6277,"LINESTRING (24.307251 55.762668, 23.506622 56.113404)"
275,14.0,2021,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1043"", ""tyndp2020_proj_id""=>""1043"", ""tyndp2020_invest_id""=>""1685"", ""tyndp_status""=>""under_construction""",5862,5862,"LINESTRING (9.48532099999999 53.629168, 9.48532099999999 53.629168)"
276,60.0,2024,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1043"", ""tyndp2020_proj_id""=>""1043"", ""tyndp2020_invest_id""=>""1686"", ""tyndp_status""=>""under_construction""",4888,4893,"LINESTRING (10.299683 52.286643, 9.988131 51.954234)"
277,45.0,2024,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1043"", ""tyndp2020_proj_id""=>""1043"", ""tyndp2020_invest_id""=>""1686"", ""tyndp_status""=>""under_construction""",4893,7632,"LINESTRING (9.988131 51.954234, 9.852428 51.649318)"
278,105.0,2024,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1043"", ""tyndp2020_proj_id""=>""1043"", ""tyndp2020_invest_id""=>""1686"", ""tyndp_status""=>""under_construction""",7632,4885,"LINESTRING (9.852428 51.649318, 9.621277 50.85971)"
281,290.0,2028,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1046"", ""tyndp2020_proj_id""=>""1046"", ""tyndp2020_invest_id""=>""1688"", ""tyndp_status""=>""in_permitting""",6923,6790,"LINESTRING (26.842346 64.556701, 27.766571 62.262171)"
282,100.0,2029,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1046"", ""tyndp2020_proj_id""=>""1046"", ""tyndp2020_invest_id""=>""1689"", ""tyndp_status""=>""in_permitting""",6917,6923,"LINESTRING (25.692902 65.279688, 26.842346 64.556701)"
283,175.0,2030,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1046"", ""tyndp2020_proj_id""=>""1046"", ""tyndp2020_invest_id""=>""1697"", ""tyndp_status""=>""planned_not_yet_permitting""",6782,6551,"LINESTRING (25.180664 62.262171, 24.915619 60.90707)"
284,31.0,2035,True,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1047"", ""tyndp2020_proj_id""=>""1047"", ""tyndp2020_invest_id""=>""1691"", ""tyndp_status""=>""under_consideration""",5770,5753,"LINESTRING (7.23587000000001 53.374317, 6.86370800000001 53.418536)"
289,170.0,2030,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1052"", ""tyndp2020_proj_id""=>""1052"", ""tyndp2020_invest_id""=>""1713"", ""tyndp_status""=>""planned_not_yet_permitting""",3434,7757,"LINESTRING (12.693329 46.798179, 14.5912685597917 46.536256583087)"
290,105.0,2027,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1054"", ""tyndp2020_proj_id""=>""1054"", ""tyndp2020_invest_id""=>""1715"", ""tyndp_status""=>""planned_not_yet_permitting""",3813,3393,"LINESTRING (10.897064 47.236355, 11.964111 47.292271)"
295,90.0,2035,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1056"", ""tyndp2020_proj_id""=>""1056"", ""tyndp2020_invest_id""=>""1723"", ""tyndp_status""=>""under_consideration""",2280,2130,"LINESTRING (16.78425 43.503952, 17.436701 43.052743)"
296,105.0,2035,False,220.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1056"", ""tyndp2020_proj_id""=>""1056"", ""tyndp2020_invest_id""=>""1724"", ""tyndp_status""=>""under_consideration""",2130,2135,"LINESTRING (17.436701 43.052743, 18.23576 42.610562)"
299,50.0,2027,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1059"", ""tyndp2020_proj_id""=>""1059"", ""tyndp2020_invest_id""=>""645"", ""tyndp_status""=>""in_permitting""",1325,1327,"LINESTRING (15.996094 39.990799, 16.020813 39.780047)"
300,,2030,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1059"", ""tyndp2020_proj_id""=>""1059"", ""tyndp2020_invest_id""=>""1727"", ""tyndp_status""=>""in_permitting""",1321,1318,"LINESTRING (15.03067 40.66814, 15.058136 40.941527)"
301,,2030,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1059"", ""tyndp2020_proj_id""=>""1059"", ""tyndp2020_invest_id""=>""1727"", ""tyndp_status""=>""in_permitting""",1318,2289,"LINESTRING (15.058136 40.941527, 14.957886 41.143501)"
302,40.0,2022,False,380.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1063"", ""tyndp2020_proj_id""=>""1063"", ""tyndp2020_invest_id""=>""1731"", ""tyndp_status""=>""under_construction""",5095,5095,"LINESTRING (4.218787 51.424034, 4.218787 51.424034)"
308,50.6,2036,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1074"", ""tyndp2020_proj_id""=>""1074"", ""tyndp2020_invest_id""=>""1742"", ""tyndp_status""=>""under_consideration""",3351,3348,"LINESTRING (19.720459 46.020807, 20.170898 46.29856)"
309,80.0,2036,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1074"", ""tyndp2020_proj_id""=>""1074"", ""tyndp2020_invest_id""=>""1743"", ""tyndp_status""=>""under_consideration""",3321,3352,"LINESTRING (19.175262 45.75411, 19.756165 45.527517)"
310,90.0,2036,False,400.0,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1074"", ""tyndp2020_proj_id""=>""1074"", ""tyndp2020_invest_id""=>""1744"", ""tyndp_status""=>""under_consideration""",3352,2115,"LINESTRING (19.756165 45.527517, 19.609222 45.021127)"
